111220042.bc,0.483871,0.678571,0.222222,0.533333,0.65,0.640625,0.441558,0.549296,0.556701,0.577465,1,0.692308,0.534091,0.620253,0.528571,0.677966,0.0909091,0.41,0.583333,0.621622,0.622951,0.666667,0.623377,0.707692,0.2,0.66129,0.575758,0.676923,0.61039,0.6875,0.584416,0.565789,0.575342,0.677419,0.637931,0.32,0.73913,0.636364,0.735849,0.552239,0.56962,0.577465,0.632353,
111220043.bc,0.430108,0.589286,0.333333,0.453333,0.633333,0.578125,0.493506,0.56338,0.42268,0.535211,0.506667,1,0.5,0.56962,0.471429,0.610169,0.0909091,0.43,0.52381,0.5,0.57377,0.565217,0.532468,0.661538,0.16,0.612903,0.651515,0.538462,0.454545,0.645833,0.532468,0.513158,0.534247,0.645161,0.62069,0.12,0.695652,0.560606,0.716981,0.626866,0.481013,0.549296,0.485294,
111220044.bc,0.462366,0.607143,0.333333,0.573333,0.75,0.6875,0.545455,0.661972,0.56701,0.577465,0.613333,0.711538,1,0.734177,0.571429,0.644068,0.242424,0.45,0.619048,0.635135,0.622951,0.57971,0.61039,0.707692,0.4,0.66129,0.606061,0.661538,0.519481,0.708333,0.675325,0.618421,0.616438,0.709677,0.62069,0.2,0.717391,0.606061,0.735849,0.58209,0.56962,0.549296,0.632353,
111220047.bc,0.494624,0.714286,0.305556,0.613333,0.666667,0.65625,0.545455,0.605634,0.57732,0.591549,0.586667,0.692308,0.681818,1,0.542857,0.677966,0.181818,0.48,0.630952,0.675676,0.688525,0.652174,0.636364,0.723077,0.4,0.677419,0.636364,0.676923,0.571429,0.791667,0.701299,0.710526,0.60274,0.693548,0.689655,0.2,0.847826,0.651515,0.735849,0.641791,0.582278,0.535211,0.588235,
111220049.bc,0.494624,0.714286,0.222222,0.56,0.7,0.640625,0.558442,0.591549,0.453608,0.56338,0.533333,0.634615,0.522727,0.56962,1,0.627119,0.242424,0.47,0.666667,0.635135,0.672131,0.623188,0.662338,0.676923,0.28,0.645161,0.560606,0.661538,0.532468,0.791667,0.714286,0.605263,0.616438,0.709677,0.637931,0.28,0.869565,0.590909,0.754717,0.567164,0.506329,0.591549,0.602941,
111220050.bc,0.526882,0.714286,0.388889,0.533333,0.7,0.609375,0.506494,0.56338,0.536082,0.619718,0.56,0.730769,0.511364,0.607595,0.542857,1,0.181818,0.47,0.619048,0.594595,0.639344,0.652174,0.662338,0.738462,0.08,0.725806,0.69697,0.569231,0.584416,0.708333,0.61039,0.592105,0.657534,0.677419,0.706897,0.24,0.804348,0.590909,0.716981,0.716418,0.506329,0.56338,0.573529,
111220056.bc,0.0752688,0.0178571,0.25,0.133333,0.183333,0.015625,0.142857,0.112676,0.154639,0.0704225,0.04,0.0576923,0.113636,0.0759494,0.114286,0.101695,1,0.13,0.107143,0.108108,0.131148,0.0289855,0.142857,0.107692,0.16,0.145161,0.166667,0.0923077,0.12987,0.104167,0.142857,0.0394737,0.0958904,0.177419,0.12069,0.16,0.0869565,0.0606061,0.0188679,0.164179,0.113924,0.126761,0.0882353,
111220064.bc,0.580645,0.75,0.472222,0.6,0.783333,0.609375,0.818182,0.56338,0.556701,0.633803,0.573333,0.769231,0.522727,0.594937,0.614286,0.745763,0.272727,1,0.619048,0.648649,0.754098,0.681159,0.675325,0.8,0.4,0.758065,0.742424,0.646154,0.571429,0.75,0.649351,0.605263,0.657534,0.709677,0.637931,0.28,0.782609,0.651515,0.773585,0.671642,0.594937,0.647887,0.691176,
111220067.bc,0.537634,0.660714,0.388889,0.573333,0.716667,0.640625,0.636364,0.56338,0.618557,0.661972,0.546667,0.711538,0.613636,0.64557,0.585714,0.711864,0.242424,0.51,1,0.621622,0.688525,0.695652,0.662338,0.784615,0.16,0.677419,0.666667,0.6,0.636364,0.770833,0.675325,0.631579,0.630137,0.693548,0.741379,0.32,0.804348,0.651515,0.754717,0.701493,0.556962,0.605634,0.691176,
111220068.bc,0.537634,0.696429,0.388889,0.573333,0.7,0.65625,0.519481,0.647887,0.525773,0.591549,0.573333,0.692308,0.625,0.708861,0.6,0.711864,0.212121,0.49,0.630952,1,0.655738,0.681159,0.636364,0.692308,0.36,0.693548,0.69697,0.661538,0.584416,0.791667,0.675325,0.657895,0.643836,0.709677,0.672414,0.32,0.782609,0.590909,0.773585,0.626866,0.544304,0.605634,0.617647,
111220078.bc,0.526882,0.732143,0.361111,0.56,0.716667,0.578125,0.532468,0.492958,0.494845,0.661972,0.546667,0.653846,0.454545,0.56962,0.571429,0.644068,0.30303,0.52,0.583333,0.581081,1,0.652174,0.61039,0.707692,0.24,0.709677,0.681818,0.630769,0.571429,0.791667,0.636364,0.592105,0.547945,0.66129,0.689655,0.16,0.826087,0.560606,0.754717,0.686567,0.544304,0.521127,0.617647,
111220079.bc,0.483871,0.660714,0.222222,0.52,0.666667,0.640625,0.467532,0.507042,0.474227,0.549296,0.546667,0.692308,0.488636,0.556962,0.5,0.644068,0.0606061,0.44,0.607143,0.594595,0.655738,1,0.649351,0.676923,0.04,0.596774,0.575758,0.584615,0.532468,0.708333,0.558442,0.552632,0.534247,0.629032,0.637931,0.16,0.76087,0.560606,0.716981,0.552239,0.544304,0.549296,0.544118,
111220080.bc,0.516129,0.660714,0.416667,0.533333,0.75,0.703125,0.493506,0.661972,0.494845,0.577465,0.546667,0.673077,0.545455,0.620253,0.585714,0.694915,0.212121,0.46,0.583333,0.608108,0.622951,0.666667,1,0.692308,0.2,0.709677,0.606061,0.584615,0.558442,0.75,0.675325,0.578947,0.575342,0.741935,0.603448,0.24,0.804348,0.666667,0.735849,0.597015,0.556962,0.56338,0.632353,
111220084.bc,0.516129,0.660714,0.388889,0.56,0.683333,0.71875,0.532468,0.56338,0.556701,0.619718,0.626667,0.711538,0.545455,0.607595,0.542857,0.711864,0.151515,0.51,0.630952,0.608108,0.688525,0.681159,0.61039,1,0.12,0.822581,0.69697,0.646154,0.636364,0.729167,0.558442,0.657895,0.630137,0.709677,0.672414,0.32,0.782609,0.590909,0.735849,0.686567,0.531646,0.591549,0.632353,
111220088.bc,0.0752688,0.0535714,0.166667,0.08,0.2,0.0625,0.142857,0.15493,0.113402,0.056338,0.0933333,0.173077,0.193182,0.101266,0.114286,0.0847458,0.151515,0.15,0.0595238,0.108108,0.0819672,0.057971,0.0909091,0.0923077,1,0.129032,0.19697,0.0923077,0.142857,0.125,0.155844,0.0921053,0.136986,0.129032,0.103448,0.08,0.0869565,0.0757576,0.0943396,0.164179,0.0886076,0.0985915,0.132353,
111220089.bc,0.526882,0.660714,0.416667,0.52,0.716667,0.609375,0.519481,0.56338,0.525773,0.647887,0.546667,0.711538,0.477273,0.556962,0.5,0.711864,0.212121,0.49,0.559524,0.594595,0.688525,0.623188,0.623377,0.769231,0.16,1,0.69697,0.615385,0.597403,0.708333,0.571429,0.578947,0.575342,0.677419,0.637931,0.24,0.76087,0.560606,0.754717,0.716418,0.518987,0.56338,0.617647,
111220097.bc,0.516129,0.660714,0.416667,0.586667,0.7,0.59375,0.545455,0.56338,0.515464,0.577465,0.506667,0.730769,0.522727,0.582278,0.5,0.677966,0.242424,0.49,0.583333,0.621622,0.672131,0.623188,0.623377,0.723077,0.24,0.693548,1,0.569231,0.597403,0.729167,0.571429,0.578947,0.561644,0.677419,0.706897,0.2,0.76087,0.560606,0.716981,0.716418,0.544304,0.56338,0.588235,
111220098.bc,0.483871,0.696429,0.166667,0.573333,0.683333,0.609375,0.519481,0.577465,0.536082,0.591549,0.626667,0.634615,0.534091,0.632911,0.571429,0.610169,0.212121,0.47,0.571429,0.621622,0.704918,0.652174,0.597403,0.723077,0.2,0.677419,0.575758,1,0.532468,0.75,0.714286,0.644737,0.575342,0.693548,0.637931,0.2,0.804348,0.590909,0.754717,0.597015,0.506329,0.507042,0.617647,
111220103.bc,0.569892,0.678571,0.444444,0.56,0.7,0.640625,0.480519,0.577465,0.57732,0.633803,0.6,0.692308,0.590909,0.64557,0.528571,0.677966,0.212121,0.43,0.630952,0.662162,0.655738,0.652174,0.571429,0.753846,0.4,0.725806,0.69697,0.630769,1,0.770833,0.597403,0.618421,0.60274,0.66129,0.689655,0.2,0.804348,0.621212,0.716981,0.701493,0.544304,0.56338,0.647059,
111220105.bc,0.462366,0.660714,0.194444,0.546667,0.716667,0.59375,0.480519,0.577465,0.43299,0.535211,0.48,0.615385,0.443182,0.556962,0.542857,0.610169,0.121212,0.42,0.547619,0.581081,0.639344,0.623188,0.584416,0.661538,0.24,0.66129,0.575758,0.569231,0.571429,1,0.61039,0.592105,0.561644,0.66129,0.62069,0.2,0.826087,0.545455,0.698113,0.552239,0.468354,0.549296,0.529412,
111220111.bc,0.516129,0.660714,0.25,0.56,0.666667,0.625,0.545455,0.619718,0.515464,0.591549,0.546667,0.653846,0.568182,0.64557,0.642857,0.694915,0.242424,0.42,0.642857,0.635135,0.655738,0.652174,0.649351,0.661538,0.24,0.66129,0.606061,0.661538,0.597403,0.75,1,0.657895,0.589041,0.693548,0.672414,0.24,0.804348,0.606061,0.698113,0.671642,0.506329,0.56338,0.602941,
111220112.bc,0.483871,0.642857,0.194444,0.56,0.716667,0.625,0.493506,0.56338,0.474227,0.577465,0.506667,0.634615,0.579545,0.721519,0.542857,0.677966,0.0909091,0.45,0.607143,0.635135,0.639344,0.623188,0.597403,0.738462,0.2,0.677419,0.590909,0.646154,0.571429,0.770833,0.675325,1,0.575342,0.677419,0.655172,0.24,0.782609,0.590909,0.754717,0.61194,0.506329,0.507042,0.558824,
111220120.bc,0.505376,0.642857,0.361111,0.533333,0.716667,0.625,0.545455,0.577465,0.474227,0.591549,0.573333,0.730769,0.545455,0.594937,0.585714,0.694915,0.121212,0.51,0.619048,0.594595,0.622951,0.637681,0.597403,0.707692,0.16,0.693548,0.560606,0.584615,0.584416,0.75,0.701299,0.552632,1,0.693548,0.655172,0.28,0.782609,0.590909,0.754717,0.567164,0.518987,0.591549,0.588235,
111220121.bc,0.473118,0.642857,0.277778,0.546667,0.75,0.65625,0.545455,0.591549,0.463918,0.605634,0.533333,0.673077,0.522727,0.594937,0.542857,0.644068,0.181818,0.47,0.595238,0.608108,0.622951,0.608696,0.61039,0.707692,0.24,0.693548,0.560606,0.6,0.532468,0.729167,0.662338,0.565789,0.630137,1,0.603448,0.28,0.782609,0.545455,0.773585,0.58209,0.481013,0.577465,0.602941,
111220125.bc,0.526882,0.660714,0.388889,0.533333,0.733333,0.578125,0.480519,0.577465,0.546392,0.633803,0.52,0.711538,0.5,0.632911,0.514286,0.711864,0.242424,0.43,0.630952,0.594595,0.688525,0.652174,0.597403,0.723077,0.28,0.709677,0.666667,0.584615,0.584416,0.708333,0.584416,0.605263,0.60274,0.629032,1,0.12,0.804348,0.575758,0.773585,0.686567,0.544304,0.549296,0.588235,
111220127.bc,0.0645161,0.0535714,0.111111,0.08,0.05,0.046875,0.12987,0.0422535,0.0824742,0.028169,0.146667,0.0576923,0.102273,0.0759494,0.1,0.118644,0.121212,0.1,0.119048,0.162162,0.0491803,0.057971,0.0909091,0.123077,0.08,0.0967742,0.0757576,0.0615385,0.0909091,0.125,0.168831,0.118421,0.150685,0.177419,0.0517241,1,0.0652174,0.136364,0.0943396,0.0447761,0.0759494,0.140845,0.0588235,
111220128.bc,0.494624,0.660714,0.138889,0.533333,0.716667,0.578125,0.480519,0.492958,0.43299,0.535211,0.48,0.634615,0.431818,0.56962,0.557143,0.661017,0.121212,0.43,0.559524,0.554054,0.655738,0.623188,0.584416,0.646154,0.12,0.645161,0.545455,0.584615,0.532468,0.791667,0.597403,0.565789,0.589041,0.677419,0.637931,0.08,1,0.530303,0.679245,0.626866,0.468354,0.507042,0.529412,
111220130.bc,0.526882,0.660714,0.194444,0.52,0.65,0.609375,0.467532,0.521127,0.57732,0.577465,0.56,0.692308,0.545455,0.683544,0.514286,0.677966,0.121212,0.44,0.607143,0.608108,0.639344,0.652174,0.623377,0.661538,0.16,0.612903,0.575758,0.615385,0.571429,0.708333,0.597403,0.605263,0.561644,0.612903,0.655172,0.32,0.73913,1,0.773585,0.537313,0.531646,0.619718,0.602941,
111220153.bc,0.462366,0.642857,0.361111,0.506667,0.65,0.59375,0.506494,0.535211,0.525773,0.591549,0.52,0.692308,0.511364,0.582278,0.571429,0.627119,0.0606061,0.48,0.607143,0.594595,0.655738,0.637681,0.571429,0.707692,0.12,0.66129,0.621212,0.630769,0.545455,0.6875,0.532468,0.618421,0.561644,0.693548,0.689655,0.2,0.717391,0.621212,1,0.641791,0.531646,0.56338,0.573529,
111220160.bc,0.505376,0.678571,0.388889,0.56,0.7,0.59375,0.506494,0.56338,0.505155,0.605634,0.493333,0.730769,0.5,0.607595,0.528571,0.711864,0.212121,0.45,0.630952,0.554054,0.672131,0.623188,0.649351,0.738462,0.16,0.758065,0.742424,0.646154,0.623377,0.729167,0.636364,0.605263,0.575342,0.677419,0.706897,0.12,0.934783,0.530303,0.735849,1,0.506329,0.549296,0.602941,
111220165.bc,0.569892,0.714286,0.555556,0.613333,0.75,0.609375,0.506494,0.492958,0.608247,0.647887,0.613333,0.711538,0.568182,0.658228,0.542857,0.677966,0.272727,0.49,0.619048,0.594595,0.688525,0.710145,0.701299,0.692308,0.28,0.629032,0.712121,0.6,0.623377,0.729167,0.61039,0.605263,0.684932,0.677419,0.689655,0.24,0.782609,0.651515,0.754717,0.641791,1,0.591549,0.632353,
111220173.bc,0.55914,0.678571,0.388889,0.546667,0.683333,0.640625,0.584416,0.56338,0.505155,0.619718,0.533333,0.711538,0.534091,0.594937,0.557143,0.694915,0.242424,0.52,0.607143,0.608108,0.639344,0.681159,0.675325,0.769231,0.16,0.725806,0.651515,0.569231,0.636364,0.770833,0.61039,0.552632,0.643836,0.677419,0.672414,0.28,0.782609,0.651515,0.735849,0.626866,0.518987,1,0.676471,
111220174.bc,0.602151,0.660714,0.472222,0.546667,0.716667,0.65625,0.558442,0.521127,0.525773,0.676056,0.56,0.615385,0.534091,0.582278,0.557143,0.661017,0.212121,0.49,0.678571,0.635135,0.704918,0.637681,0.636364,0.753846,0.28,0.725806,0.651515,0.646154,0.636364,0.708333,0.597403,0.592105,0.60274,0.725806,0.689655,0.16,0.782609,0.575758,0.735849,0.641791,0.582278,0.676056,1,
